STATE,YEAR,ENROLL,TOTAL_REVENUE,FEDERAL_REVENUE,LOCAL_REVENUE,OTHER_EXPENDITURE,CAPITAL_OUTLAY_EXPENDITURE,GRADES_PK_G,AVG_MATH_4_SCORE,AVG_MATH_8_SCORE,AVG_READING_4_SCORE,AVG_READING_8_SCORE,TOTAL_SCORE
50,1999,94420.0,780875.0,57983.0,314621.0,24829.0,71423.0,738.4705882352941,241.45454545454547,283.3333333333333,223.69230769230768,267.3636363636364,1015.8438228438227
0,2000,730184.0,4885917.0,425978.0,1456125.0,395909.0,663903.0,10836.0,217.0,264.0,212.6153846153846,255.0,948.6153846153846
1,2000,132822.0,1313510.0,199520.0,339796.0,46782.0,184546.0,1210.0,234.77777777777777,280.0,209.88888888888889,258.3333333333333,983.0
2,2000,814807.0,5479168.0,534619.0,2463460.0,270671.0,768425.0,2037.0,219.0,269.0,210.23076923076923,258.6363636363636,956.8671328671329
3,2000,450751.0,2844855.0,254735.0,464021.0,138220.0,146666.0,2001.0,216.0,257.0,214.69230769230768,258.8181818181818,946.5104895104894
4,2000,5941946.0,46628207.0,4024940.0,15725347.0,2269603.0,5849441.0,89919.0,213.0,260.0,208.23076923076923,255.0,936.2307692307693
5,2000,707436.0,5073266.0,266207.0,2723741.0,191201.0,782711.0,15377.0,239.4,283.1818181818182,222.66666666666666,267.6,1012.8484848484849
6,2000,530363.0,5884078.0,234321.0,3350826.0,180639.0,369278.0,10484.0,234.0,281.0,227.0,270.1818181818182,1012.1818181818182
7,2000,112743.0,1098555.0,69540.0,312640.0,42630.0,79176.0,706.0,237.2,277.1818181818182,220.3846153846154,263.6363636363636,998.4027972027972
8,2000,70762.0,881423.0,184825.0,696598.0,23107.0,87549.0,4289.0,192.0,235.0,197.0,242.8181818181818,866.8181818181818
9,2000,2377271.0,17558787.0,1398757.0,7355813.0,1151140.0,2792662.0,55120.0,238.8,273.45454545454544,219.3846153846154,261.27272727272725,992.9118881118881
10,2000,1422941.0,11197766.0,710741.0,5080316.0,546396.0,1520834.0,32248.0,219.0,265.0,216.23076923076923,260.54545454545456,960.7762237762238
11,2000,185860.0,1404895.0,127042.0,30597.0,109367.0,115972.0,840.0,216.0,262.0,210.15384615384616,254.54545454545453,942.6993006993007
12,2000,245226.0,1452222.0,109898.0,453940.0,59735.0,153472.0,2174.0,224.0,277.0,221.0,266.7,988.7
13,2000,2003839.0,17595047.0,1283052.0,9967865.0,716792.0,2467748.0,60712.0,223.0,275.0,218.66666666666666,265.55555555555554,982.2222222222222
14,2000,987214.0,8489991.0,426266.0,3763109.0,375026.0,841171.0,5567.0,233.0,281.0,222.25,265.9,1002.15
15,2000,497301.0,3822452.0,217060.0,1726234.0,260900.0,353405.0,5797.0,231.0,283.8181818181818,222.53846153846155,266.55555555555554,1003.9121989121988
16,2000,469377.0,3518271.0,221530.0,1094953.0,209338.0,206141.0,2263.0,232.0,283.0,222.0,266.8181818181818,1003.8181818181818
17,2000,646467.0,4330089.0,426956.0,1290393.0,260400.0,515109.0,15892.0,219.0,270.0,220.84615384615384,265.54545454545456,975.3916083916083
18,2000,750755.0,4785331.0,556240.0,1867387.0,307212.0,414669.0,16210.0,218.0,259.0,207.23076923076923,254.63636363636363,938.8671328671329
19,2000,209012.0,1792390.0,104497.0,926576.0,77649.0,143112.0,1062.0,230.0,281.0,224.3846153846154,268.90909090909093,1004.2937062937062
20,2000,846582.0,7419047.0,409021.0,4205808.0,300044.0,760810.0,20031.0,222.0,272.0,220.84615384615384,265.72727272727275,980.5734265734266
21,2000,958907.0,9464271.0,480898.0,5056851.0,323913.0,533702.0,19938.0,233.0,279.0,231.23076923076923,273.72727272727275,1016.958041958042
22,2000,1700074.0,15939477.0,1030238.0,4966964.0,742727.0,1866666.0,15318.0,229.0,277.0,217.83333333333334,263.5,987.3333333333334
23,2000,839839.0,7344747.0,330914.0,2748395.0,531329.0,901829.0,9300.0,234.0,287.0,222.92307692307693,268.3,1012.2230769230769
24,2000,499362.0,2743284.0,368830.0,870229.0,183118.0,421075.0,1682.0,211.0,254.0,207.76923076923077,253.0909090909091,925.8601398601398
25,2000,913517.0,6675260.0,437898.0,3139540.0,374060.0,756817.0,17980.0,228.0,271.0,220.53846153846155,265.6363636363636,985.1748251748252
26,2000,157381.0,1104935.0,130928.0,486892.0,41385.0,57419.0,537.0,228.0,285.0,224.0,269.8181818181818,1006.8181818181818
27,2000,287566.0,2263952.0,152143.0,1298811.0,94639.0,243866.0,4900.0,225.0,280.0,222.5,267.6,995.1
28,2000,325610.0,2252416.0,110210.0,763528.0,69965.0,428541.0,1888.0,220.0,265.0,211.36363636363637,256.09090909090907,952.4545454545455
29,2000,203178.0,1586869.0,54657.0,666894.0,49746.0,130011.0,1879.0,246.3,287.6363636363636,228.08333333333334,271.77777777777777,1033.7974747474748
30,2000,1279542.0,15651060.0,578978.0,8978920.0,568802.0,1320024.0,15183.0,244.0,286.90909090909093,227.1818181818182,271.8888888888889,1029.9797979797981
31,2000,324489.0,2191695.0,296222.0,324385.0,101479.0,255735.0,3090.0,213.0,259.0,207.3846153846154,253.9090909090909,933.2937062937062
32,2000,2861478.0,31906526.0,1938590.0,16201578.0,1057876.0,3266115.0,39062.0,225.0,271.0,220.6153846153846,264.3636363636364,980.979020979021
33,2000,1261586.0,9064700.0,622184.0,2544580.0,479183.0,1385226.0,8722.0,230.0,276.0,219.23076923076923,261.90909090909093,987.1398601398603
34,2000,112349.0,812982.0,96940.0,412910.0,55808.0,81274.0,701.0,230.0,282.0,224.33333333333334,267.7,1004.0333333333333
35,2000,1822566.0,15327834.0,843432.0,8058530.0,725617.0,1378528.0,22988.0,230.0,281.0,223.1818181818182,267.7,1001.8818181818183
36,2000,627032.0,3906833.0,377776.0,1366258.0,387753.0,286261.0,23475.0,224.0,270.0,216.75,261.09090909090907,971.840909090909
37,2000,542739.0,4369400.0,268568.0,1643630.0,148604.0,391189.0,686.0,224.0,280.0,217.36363636363637,265.6363636363636,987.0
38,2000,1782444.0,17090654.0,1022578.0,9904164.0,681741.0,1851099.0,2479.0,240.8,282.0,223.08333333333334,267.8,1013.6833333333334
39,2000,155351.0,1464820.0,81655.0,772166.0,57496.0,30587.0,1055.0,224.0,269.0,220.15384615384616,262.8181818181818,975.972027972028
40,2000,666780.0,4690418.0,366587.0,1903337.0,278840.0,716110.0,17340.0,220.0,265.0,213.07692307692307,258.3636363636364,956.4405594405595
41,2000,130279.0,868161.0,105960.0,459796.0,36959.0,144296.0,967.0,240.77777777777777,287.44444444444446,221.22222222222223,268.1111111111111,1017.5555555555554
42,2000,907222.0,5338531.0,462000.0,2446818.0,307022.0,743326.0,13312.0,220.0,262.0,215.53846153846155,260.72727272727275,958.2657342657343
43,2000,3965971.0,28918934.0,2406972.0,14040106.0,1371714.0,4719976.0,145771.0,231.0,273.0,216.3846153846154,260.27272727272725,980.6573426573426
44,2000,477835.0,2546642.0,189502.0,849429.0,192296.0,270172.0,6216.0,227.0,274.0,221.07692307692307,265.6363636363636,987.7132867132867
45,2000,99609.0,1211370.0,65052.0,435059.0,29595.0,39112.0,2371.0,232.0,281.0,227.0,272.0,1012.0
46,2000,1132673.0,8911426.0,491873.0,4657570.0,347530.0,1011384.0,7263.0,230.0,275.0,224.23076923076923,266.90909090909093,996.1398601398603
47,2000,1003714.0,7620930.0,543966.0,2264168.0,350703.0,1048059.0,7283.0,242.33333333333334,286.6666666666667,221.58333333333334,267.09090909090907,1017.6742424242425
48,2000,290982.0,2243151.0,210082.0,667723.0,156775.0,129872.0,6152.0,223.0,266.0,215.6153846153846,258.09090909090907,962.7062937062938
49,2000,877165.0,7848352.0,354829.0,3200996.0,265155.0,958597.0,23751.0,241.0,285.3636363636364,221.66666666666666,266.8,1014.830303030303
50,2000,91883.0,787323.0,66085.0,312882.0,24899.0,70579.0,738.4705882352941,229.0,276.0,223.69230769230768,267.3636363636364,996.055944055944
0,2001,728532.0,4832946.0,466150.0,1487160.0,426481.0,540284.0,11841.0,226.0909090909091,264.1666666666667,212.6153846153846,255.0,957.8729603729604
1,2001,131985.0,1325498.0,229297.0,363216.0,48312.0,150279.0,1253.0,234.77777777777777,280.0,209.88888888888889,258.3333333333333,983.0
2,2001,834387.0,5916342.0,580043.0,2606506.0,269157.0,1035457.0,6624.0,230.9090909090909,274.6666666666667,210.23076923076923,258.6363636363636,974.4428904428904
3,2001,449693.0,2974588.0,274406.0,564901.0,153300.0,235346.0,1623.0,231.54545454545453,269.75,214.69230769230768,258.8181818181818,974.8059440559439
4,2001,6045030.0,53288943.0,4280358.0,17633696.0,2570224.0,6755895.0,100351.0,227.9090909090909,269.1666666666667,208.23076923076923,255.0,960.3065268065268
5,2001,723696.0,5372784.0,292518.0,2857543.0,209212.0,672080.0,19516.0,239.4,283.1818181818182,222.66666666666666,267.6,1012.8484848484849
6,2001,537521.0,6331569.0,256685.0,3685312.0,231240.0,385785.0,11050.0,239.9090909090909,282.25,227.0,270.1818181818182,1019.340909090909
7,2001,112055.0,1153831.0,77483.0,321422.0,45976.0,132922.0,586.0,237.2,277.1818181818182,220.3846153846154,263.6363636363636,998.4027972027972
8,2001,68925.0,1042261.0,114876.0,927385.0,35108.0,184106.0,4105.0,216.54545454545453,251.16666666666666,197.0,242.8181818181818,907.530303030303
9,2001,2431884.0,18467090.0,1563902.0,7782333.0,1197780.0,2868679.0,57038.0,238.8,273.45454545454544,219.3846153846154,261.27272727272725,992.9118881118881
10,2001,1444937.0,12271962.0,758799.0,5567295.0,566956.0,1620496.0,33310.0,232.54545454545453,272.8333333333333,216.23076923076923,260.54545454545456,982.1550116550115
11,2001,184360.0,1682332.0,140953.0,30061.0,105505.0,112944.0,917.0,232.1818181818182,269.5833333333333,210.15384615384616,254.54545454545453,966.4644522144522
12,2001,243926.0,1571348.0,123520.0,483414.0,64896.0,124442.0,2341.0,237.0,281.8333333333333,221.0,266.7,1006.5333333333333
13,2001,2025249.0,18534372.0,1411096.0,10485814.0,664402.0,2637635.0,57550.0,235.4,278.90909090909093,218.66666666666666,265.55555555555554,998.5313131313131
14,2001,987854.0,9124748.0,444861.0,4089869.0,395908.0,832585.0,6147.0,241.1818181818182,282.25,222.25,265.9,1011.5818181818182
15,2001,495080.0,4068110.0,239495.0,1884913.0,271596.0,405205.0,5714.0,240.0909090909091,283.8181818181818,222.53846153846155,266.55555555555554,1013.003108003108
16,2001,468347.0,3681845.0,238960.0,1189208.0,220701.0,209716.0,2032.0,242.6,286.1,222.0,266.8181818181818,1017.5181818181818
17,2001,643730.0,4536133.0,446180.0,1362543.0,254444.0,156395.0,32407.0,233.63636363636363,274.3333333333333,220.84615384615384,265.54545454545456,994.3613053613053
18,2001,737223.0,4982369.0,577645.0,1979288.0,316925.0,409235.0,17199.0,226.63636363636363,265.5,207.23076923076923,254.63636363636363,954.0034965034964
19,2001,207171.0,1914551.0,112074.0,990093.0,79883.0,149225.0,1333.0,240.0,284.0,224.3846153846154,268.90909090909093,1017.2937062937062
20,2001,852920.0,7864290.0,467001.0,4468585.0,369293.0,813068.0,20314.0,236.8181818181818,278.9166666666667,220.84615384615384,265.72727272727275,1002.3082750582751
21,2001,965934.0,10613329.0,490388.0,5794366.0,338708.0,944333.0,20666.0,246.0,292.3636363636364,231.23076923076923,273.72727272727275,1043.3216783216783
22,2001,1705088.0,16772419.0,1090642.0,5201185.0,795607.0,2007947.0,16562.0,234.36363636363637,276.1666666666667,217.83333333333334,263.5,991.8636363636364
23,2001,836386.0,7836617.0,350797.0,2791098.0,569072.0,964810.0,9671.0,245.0,290.0,222.92307692307693,268.3,1026.2230769230769
24,2001,496513.0,2823151.0,385896.0,917467.0,190656.0,282202.0,1805.0,226.27272727272728,264.45454545454544,207.76923076923077,253.0909090909091,951.5874125874126
25,2001,911673.0,7081783.0,464119.0,3345375.0,402233.0,715516.0,18515.0,236.0909090909091,279.27272727272725,220.53846153846155,265.6363636363636,1001.5384615384615
26,2001,154700.0,1139959.0,128783.0,473310.0,44456.0,73732.0,506.0,240.4,286.8181818181818,224.0,269.8181818181818,1021.0363636363636
27,2001,285331.0,2355374.0,166068.0,1383026.0,100439.0,278832.0,5064.0,238.0,282.9166666666667,222.5,267.6,1011.0166666666668
28,2001,339451.0,2381897.0,118318.0,825173.0,76426.0,575873.0,2147.0,232.0,272.8,211.36363636363637,256.09090909090907,972.2545454545455
29,2001,204721.0,1757828.0,76689.0,796914.0,53143.0,166814.0,1830.0,246.3,287.6363636363636,228.08333333333334,271.77777777777777,1033.7974747474748
30,2001,1301195.0,16854895.0,620507.0,9616707.0,610241.0,1466889.0,19751.0,244.0,286.90909090909093,227.1818181818182,271.8888888888889,1029.9797979797981
31,2001,319524.0,2373143.0,327191.0,354289.0,114558.0,308741.0,3499.0,226.27272727272728,266.25,207.3846153846154,253.9090909090909,953.8164335664335
32,2001,2856277.0,34373567.0,1912495.0,16428291.0,1157116.0,4579196.0,40212.0,235.36363636363637,277.0833333333333,220.6153846153846,264.3636363636364,997.4259906759908
33,2001,1277013.0,9670620.0,661215.0,2943689.0,508494.0,1307270.0,9320.0,238.9090909090909,277.8333333333333,219.23076923076923,261.90909090909093,997.8822843822845
34,2001,108788.0,818139.0,102694.0,413690.0,58449.0,57760.0,721.0,241.1818181818182,287.5,224.33333333333334,267.7,1020.7151515151515
35,2001,1821546.0,16693845.0,956899.0,8648165.0,769489.0,1712711.0,23856.0,239.45454545454547,282.25,223.1818181818182,267.7,1012.5863636363638
36,2001,623110.0,4257128.0,419762.0,1443020.0,417849.0,322947.0,25707.0,233.72727272727272,273.0,216.75,261.09090909090907,984.5681818181818
37,2001,544756.0,4561948.0,327582.0,1668389.0,160650.0,419442.0,462.0,235.6,281.3636363636364,217.36363636363637,265.6363636363636,999.9636363636364
38,2001,1771473.0,17792997.0,1083862.0,10404017.0,708895.0,1869506.0,2537.0,240.8,282.0,223.08333333333334,267.8,1013.6833333333334
39,2001,156275.0,1592622.0,88341.0,840290.0,49573.0,27392.0,1229.0,234.0909090909091,274.4166666666667,220.15384615384616,262.8181818181818,991.4796037296037
40,2001,676681.0,5437615.0,430966.0,2082624.0,297845.0,843817.0,18510.0,232.8181818181818,275.8181818181818,213.07692307692307,258.3636363636364,980.0769230769231
41,2001,127986.0,886661.0,104645.0,465399.0,39681.0,143663.0,1176.0,240.77777777777777,287.44444444444446,221.22222222222223,268.1111111111111,1017.5555555555554
42,2001,895839.0,5560822.0,494851.0,2571518.0,323329.0,868777.0,14856.0,231.54545454545453,272.54545454545456,215.53846153846155,260.72727272727275,980.3566433566434
43,2001,4021535.0,30868844.0,2631160.0,15549595.0,1476787.0,4898465.0,170101.0,238.36363636363637,279.25,216.3846153846154,260.27272727272725,994.270979020979
44,2001,477380.0,2741771.0,228659.0,924948.0,200475.0,311553.0,6883.0,238.0909090909091,281.6363636363636,221.07692307692307,265.6363636363636,1006.4405594405595
45,2001,97715.0,1300273.0,60383.0,507310.0,28777.0,62053.0,2567.0,243.0,289.2,227.0,272.0,1031.2
46,2001,1143807.0,9493862.0,531724.0,4985518.0,378979.0,1113113.0,14137.0,240.9090909090909,282.4166666666667,224.23076923076923,266.90909090909093,1014.4656177156178
47,2001,1004843.0,7936037.0,561773.0,2341750.0,367295.0,1028063.0,8102.0,242.33333333333334,286.6666666666667,221.58333333333334,267.09090909090907,1017.6742424242425
48,2001,285785.0,2321731.0,244971.0,688714.0,159933.0,131916.0,6770.0,231.1818181818182,268.6666666666667,215.6153846153846,258.09090909090907,973.5547785547785
49,2001,875569.0,8363904.0,398365.0,3447615.0,280656.0,943973.0,24673.0,241.0,285.3636363636364,221.66666666666666,266.8,1014.830303030303
50,2001,89711.0,804297.0,69172.0,332104.0,24913.0,67913.0,738.4705882352941,241.45454545454547,283.3333333333333,223.69230769230768,267.3636363636364,1015.8438228438227
0,2002,726367.0,5128559.0,508425.0,1609151.0,418949.0,496146.0,9715.0,226.0909090909091,264.1666666666667,207.0,253.0,950.2575757575758
1,2002,133010.0,1377767.0,249222.0,355127.0,50601.0,215409.0,1391.0,234.77777777777777,280.0,209.88888888888889,258.3333333333333,983.0
2,2002,859588.0,6192222.0,619869.0,2747125.0,286945.0,966925.0,7533.0,230.9090909090909,274.6666666666667,205.0,257.0,967.5757575757576
3,2002,449161.0,3147921.0,331069.0,482301.0,165003.0,239177.0,1938.0,231.54545454545453,269.75,213.0,260.0,974.2954545454545
4,2002,6136915.0,54727056.0,5084409.0,18637330.0,2882414.0,6998522.0,109264.0,227.9090909090909,269.1666666666667,206.0,250.0,953.0757575757576
5,2002,741319.0,5849588.0,338856.0,3050399.0,225545.0,779315.0,20368.0,239.4,283.1818181818182,222.66666666666666,267.6,1012.8484848484849
6,2002,543829.0,6644334.0,288620.0,3865678.0,241930.0,542302.0,11150.0,239.9090909090909,282.25,229.0,267.0,1018.1590909090909
7,2002,111331.0,1180255.0,86532.0,329373.0,51060.0,154186.0,665.0,237.2,277.1818181818182,224.0,267.0,1005.3818181818182
8,2002,68449.0,1138126.0,141514.0,996612.0,42192.0,218894.0,4703.0,216.54545454545453,251.16666666666666,191.0,240.0,898.7121212121212
9,2002,2500179.0,18541689.0,1762460.0,8236358.0,1245146.0,2999914.0,51222.0,238.8,273.45454545454544,214.0,261.0,987.2545454545455
10,2002,1470634.0,13042229.0,904826.0,5775693.0,616115.0,1659378.0,34745.0,232.54545454545453,272.8333333333333,215.0,258.0,978.3787878787879
11,2002,184546.0,1889600.0,170152.0,35222.0,121615.0,42115.0,1031.0,232.1818181818182,269.5833333333333,208.0,252.0,961.7651515151515
12,2002,244937.0,1625444.0,138930.0,498128.0,67785.0,167918.0,2517.0,237.0,281.8333333333333,220.0,266.0,1004.8333333333333
13,2002,2047836.0,19084554.0,1438287.0,10838117.0,683101.0,2897117.0,60524.0,235.4,278.90909090909093,218.66666666666666,265.55555555555554,998.5313131313131
14,2002,994348.0,9273957.0,523331.0,4303896.0,365778.0,875596.0,5407.0,241.1818181818182,282.25,222.0,265.0,1010.4318181818182
15,2002,485932.0,4191217.0,273857.0,1965680.0,278099.0,459382.0,5949.0,240.0909090909091,283.8181818181818,223.0,266.55555555555554,1013.4646464646464
16,2002,470204.0,3823261.0,282329.0,1258940.0,166405.0,231630.0,2259.0,242.6,286.1,222.0,269.0,1019.7
17,2002,654363.0,4621025.0,486226.0,1390917.0,277021.0,146218.0,31888.0,233.63636363636363,274.3333333333333,219.0,265.0,991.969696969697
18,2002,725027.0,5229238.0,667687.0,2025440.0,329637.0,443002.0,21858.0,226.63636363636363,265.5,207.0,256.0,955.1363636363636
19,2002,205344.0,2041986.0,141528.0,1046697.0,78092.0,140092.0,1525.0,240.0,284.0,225.0,270.0,1019.0
20,2002,860640.0,8430663.0,527311.0,4769577.0,392195.0,941083.0,20569.0,236.8181818181818,278.9166666666667,217.0,263.0,995.7348484848485
21,2002,959641.0,11217085.0,600037.0,5935311.0,351743.0,1154305.0,22803.0,246.0,292.3636363636364,234.0,271.0,1043.3636363636365
22,2002,1724961.0,18055855.0,1254550.0,5597492.0,862090.0,2353031.0,24751.0,234.36363636363637,276.1666666666667,219.0,265.0,994.530303030303
23,2002,832265.0,8065042.0,409915.0,2884125.0,595228.0,1283085.0,10037.0,245.0,290.0,225.0,268.3,1028.3
24,2002,492198.0,3029559.0,438583.0,951144.0,196509.0,299474.0,1975.0,226.27272727272728,264.45454545454544,203.0,255.0,948.7272727272727
25,2002,909918.0,7455539.0,544538.0,3563864.0,432144.0,828732.0,10668.0,236.0909090909091,279.27272727272725,220.0,268.0,1003.3636363636364
26,2002,151751.0,1168799.0,151981.0,462458.0,47877.0,70448.0,665.0,240.4,286.8181818181818,224.0,270.0,1021.2181818181818
27,2002,283789.0,2528312.0,199359.0,1449178.0,107557.0,365430.0,5491.0,238.0,282.9166666666667,222.0,270.0,1012.9166666666667
28,2002,354869.0,2592064.0,152525.0,856546.0,87437.0,604874.0,2480.0,232.0,272.8,209.0,251.0,964.8
29,2002,203072.0,1887115.0,85440.0,858083.0,57559.0,186830.0,1923.0,246.3,287.6363636363636,228.08333333333334,271.77777777777777,1033.7974747474748
30,2002,1326196.0,18071365.0,720470.0,10014512.0,611449.0,1406121.0,21590.0,244.0,286.90909090909093,227.1818181818182,271.8888888888889,1029.9797979797981
31,2002,317548.0,2537261.0,352892.0,351878.0,123712.0,373224.0,3529.0,226.27272727272728,266.25,208.0,254.0,954.5227272727273
32,2002,2846068.0,35748163.0,2206496.0,16203932.0,1183476.0,4809068.0,41752.0,235.36363636363637,277.0833333333333,222.0,264.0,998.4469696969697
33,2002,1296156.0,9701231.0,777970.0,2994058.0,523333.0,1133555.0,10310.0,238.9090909090909,277.8333333333333,222.0,265.0,1003.7424242424242
34,2002,105936.0,846759.0,111063.0,432416.0,58523.0,57468.0,773.0,241.1818181818182,287.5,224.0,268.0,1020.6818181818182
35,2002,1796603.0,17589983.0,982401.0,8795962.0,784876.0,2128307.0,24990.0,239.45454545454547,282.25,222.0,268.0,1011.7045454545455
36,2002,622115.0,4370415.0,497834.0,1526693.0,445761.0,341768.0,28120.0,233.72727272727272,273.0,213.0,262.0,981.7272727272727
37,2002,549604.0,4772603.0,395295.0,1714795.0,171505.0,557041.0,429.0,235.6,281.3636363636364,220.0,268.0,1004.9636363636364
38,2002,1766513.0,18586743.0,1290818.0,10658252.0,757486.0,2252267.0,2684.0,240.8,282.0,221.0,265.0,1008.8
39,2002,156624.0,1633707.0,96488.0,860848.0,56173.0,27003.0,1209.0,234.0909090909091,274.4166666666667,220.0,262.0,990.5075757575758
40,2002,674347.0,5627004.0,494207.0,2275300.0,315248.0,956612.0,20064.0,232.8181818181818,275.8181818181818,214.0,258.0,980.6363636363636
41,2002,127129.0,930874.0,127130.0,457658.0,42634.0,149374.0,2255.0,240.77777777777777,287.44444444444446,221.22222222222223,268.1111111111111,1017.5555555555554
42,2002,897695.0,5785857.0,550490.0,2690714.0,328546.0,762594.0,15952.0,231.54545454545453,272.54545454545456,214.0,260.0,978.0909090909091
43,2002,4112315.0,32802734.0,2941562.0,16930608.0,1582967.0,5399775.0,183740.0,238.36363636363637,279.25,217.0,262.0,996.6136363636364
44,2002,480526.0,2865058.0,238599.0,945834.0,200572.0,426219.0,7865.0,238.0909090909091,281.6363636363636,222.0,263.0,1004.7272727272727
45,2002,96427.0,1387074.0,68819.0,552091.0,31686.0,65657.0,2800.0,243.0,289.2,227.0,272.0,1031.2
46,2002,1162045.0,9914221.0,624507.0,5287367.0,399357.0,1127185.0,14507.0,240.9090909090909,282.4166666666667,225.0,269.0,1017.3257575757576
47,2002,1009200.0,8250593.0,640386.0,2415245.0,382728.0,1037135.0,9802.0,242.33333333333334,286.6666666666667,224.0,268.0,1021.0
48,2002,282145.0,2413744.0,258017.0,704701.0,163018.0,194544.0,7734.0,231.1818181818182,268.6666666666667,219.0,264.0,982.8484848484849
49,2002,875216.0,8624767.0,450159.0,3492308.0,325160.0,863118.0,26092.0,241.0,285.3636363636364,221.66666666666666,266.8,1014.830303030303
50,2002,87897.0,908719.0,75498.0,389696.0,27488.0,92550.0,1668.0,241.45454545454547,283.3333333333333,221.0,265.0,1010.7878787878788
0,2003,727900.0,5196054.0,567704.0,1661369.0,424662.0,432279.0,1852.0,223.0,262.0,207.0,253.0,945.0
1,2003,133303.0,1425948.0,259423.0,353154.0,55715.0,247005.0,1883.0,233.0,279.0,212.0,256.0,980.0
2,2003,875111.0,6529894.0,740579.0,2876686.0,303924.0,864642.0,9376.0,229.0,271.0,209.0,255.0,964.0
3,2003,450158.0,3241275.0,379947.0,466992.0,170767.0,247245.0,2573.0,229.0,266.0,214.0,258.0,967.0
4,2003,6226552.0,59815855.0,5795655.0,20402434.0,2995767.0,7341541.0,114939.0,227.0,267.0,206.0,251.0,951.0
5,2003,751049.0,6297242.0,400219.0,3181804.0,236480.0,821129.0,19993.0,235.0,283.0,224.0,268.0,1010.0
6,2003,548466.0,6959891.0,351001.0,4126989.0,252325.0,539870.0,11823.0,241.0,284.0,228.0,267.0,1020.0
7,2003,111282.0,1242436.0,91986.0,355978.0,53399.0,171247.0,642.0,236.0,277.0,224.0,265.0,1002.0
8,2003,67522.0,1114061.0,152599.0,961462.0,32193.0,194278.0,5168.0,205.0,243.0,188.0,239.0,875.0
9,2003,2536699.0,19549835.0,1956803.0,8903891.0,1225274.0,2924134.0,49588.0,234.0,271.0,218.0,257.0,980.0
10,2003,1495819.0,13524807.0,1051973.0,5921135.0,649880.0,1705482.0,36486.0,230.0,270.0,214.0,258.0,972.0
11,2003,183829.0,2078877.0,170377.0,35182.0,128941.0,63049.0,1175.0,227.0,266.0,208.0,251.0,952.0
12,2003,248515.0,1685984.0,162530.0,529432.0,69672.0,185850.0,2672.0,235.0,280.0,218.0,264.0,997.0
13,2003,2062664.0,19627346.0,1618724.0,11215985.0,706758.0,2727980.0,67148.0,233.0,277.0,216.0,266.0,992.0
14,2003,999713.0,8246076.0,582940.0,3093213.0,377679.0,859389.0,5561.0,238.0,281.0,220.0,265.0,1004.0
15,2003,482210.0,4374803.0,304688.0,2095407.0,284796.0,459042.0,6907.0,238.0,284.0,223.0,268.0,1013.0
16,2003,470264.0,4068800.0,311152.0,1359987.0,167265.0,235653.0,2446.0,242.0,284.0,220.0,266.0,1012.0
17,2003,660782.0,4872025.0,503734.0,1463960.0,282473.0,127011.0,32034.0,229.0,274.0,219.0,266.0,988.0
18,2003,723252.0,5478321.0,739078.0,2100258.0,337709.0,409705.0,23187.0,226.0,266.0,205.0,253.0,950.0
19,2003,203848.0,2162605.0,163516.0,1124881.0,79491.0,137716.0,1797.0,238.0,282.0,224.0,268.0,1012.0
20,2003,866743.0,8700979.0,571108.0,4812468.0,385935.0,674852.0,21391.0,233.0,278.0,219.0,262.0,992.0
21,2003,967200.0,11591832.0,712487.0,6121713.0,356389.0,424368.0,22533.0,242.0,287.0,228.0,273.0,1030.0
22,2003,1764327.0,18488359.0,1357006.0,5903450.0,844762.0,2453532.0,21724.0,236.0,276.0,219.0,264.0,995.0
23,2003,825674.0,8484497.0,463746.0,1956277.0,613899.0,1204124.0,10876.0,242.0,291.0,223.0,268.0,1024.0
24,2003,491623.0,3260771.0,482904.0,1023416.0,203597.0,267397.0,2208.0,223.0,261.0,205.0,255.0,944.0
25,2003,921625.0,7622601.0,559732.0,3632060.0,448752.0,767068.0,11215.0,235.0,279.0,222.0,267.0,1003.0
26,2003,149801.0,1205602.0,171819.0,480514.0,48570.0,75983.0,664.0,236.0,286.0,223.0,270.0,1015.0
27,2003,283934.0,2600831.0,225861.0,1496255.0,112145.0,329746.0,5920.0,236.0,282.0,221.0,266.0,1005.0
28,2003,369498.0,2778564.0,191839.0,923699.0,88985.0,576610.0,2778.0,228.0,268.0,207.0,252.0,955.0
29,2003,203702.0,2028602.0,101294.0,969837.0,60830.0,214807.0,2221.0,243.0,286.0,228.0,271.0,1028.0
30,2003,1350330.0,19785039.0,797717.0,10852308.0,677268.0,1626453.0,22746.0,239.0,281.0,225.0,268.0,1013.0
31,2003,320264.0,2626262.0,383513.0,337330.0,131177.0,399406.0,3976.0,223.0,263.0,203.0,252.0,941.0
32,2003,2879228.0,38033080.0,2591430.0,17932032.0,1156927.0,4489672.0,41456.0,236.0,280.0,222.0,265.0,1003.0
33,2003,1314632.0,9907235.0,888996.0,3047937.0,528694.0,940500.0,11686.0,242.0,281.0,221.0,262.0,1006.0
34,2003,103785.0,882913.0,126023.0,450243.0,60008.0,81014.0,752.0,238.0,287.0,222.0,270.0,1017.0
35,2003,1803966.0,18018740.0,1097349.0,9076399.0,800930.0,2324140.0,26151.0,238.0,282.0,222.0,267.0,1009.0
36,2003,624202.0,4426835.0,563974.0,1590076.0,453806.0,307213.0,30203.0,229.0,272.0,214.0,262.0,977.0
